BRNES0,AdhocTD0,DARL0,BRNES10,AdhocTD10,DARL10,BRNES30,AdhocTD30,DARL30,BRNES40,AdhocTD40,DARL40
1188.904219,750.201539,1032.735592,1387.634437,8214.726606,1720.474105,1598.232383,14845.59309,2470.107943,1877.765506,15640.09309,2660.245585
